,DATE,STATION,NAME,pm10,o3,no2,rain,temp
1583,2018/5/2,TH000048400,"NAKHON SAWAN, TH",37,13,4,7.234567901,29.3
1584,2018/5/3,TH000048400,"NAKHON SAWAN, TH",32,16,6,31,29.7
1585,2018/5/4,TH000048400,"NAKHON SAWAN, TH",37,14,4,17,29.6
1586,2018/5/5,TH000048400,"NAKHON SAWAN, TH",32,12,4,6.6,30.2
1587,2018/5/6,TH000048400,"NAKHON SAWAN, TH",38,16,5,0,31.4
1588,2018/5/7,TH000048400,"NAKHON SAWAN, TH",43,20,4,7.234567901,32.2
1589,2018/5/8,TH000048400,"NAKHON SAWAN, TH",48,19,8,7.234567901,32.8
1590,2018/5/9,TH000048400,"NAKHON SAWAN, TH",57,20,7,10.9,31.2
1591,2018/5/10,TH000048400,"NAKHON SAWAN, TH",55,22,4,11.9,29
1592,2018/5/11,TH000048400,"NAKHON SAWAN, TH",33,16,6,0,28.3
1593,2018/5/12,TH000048400,"NAKHON SAWAN, TH",39,18,7,0,29.4
1594,2018/5/13,TH000048400,"NAKHON SAWAN, TH",38,17,5,15.5,29.9
1595,2018/5/14,TH000048400,"NAKHON SAWAN, TH",32,19,6,2.3,29.4
1596,2018/5/15,TH000048400,"NAKHON SAWAN, TH",37,16,6,2.5,30.4
1597,2018/5/16,TH000048400,"NAKHON SAWAN, TH",39,13,4,0,31.8
1598,2018/5/17,TH000048400,"NAKHON SAWAN, TH",35,15,4,7.234567901,31.2
1599,2018/5/18,TH000048400,"NAKHON SAWAN, TH",39,19,3,1.3,30.1
1600,2018/5/19,TH000048400,"NAKHON SAWAN, TH",38,16,2,7.234567901,30
1601,2018/5/20,TH000048400,"NAKHON SAWAN, TH",32,18,5,7.234567901,31.8
1602,2018/5/21,TH000048400,"NAKHON SAWAN, TH",47,18,6,6.1,28.6
1603,2018/5/22,TH000048400,"NAKHON SAWAN, TH",37,24,8,0,28.6
1604,2018/5/23,TH000048400,"NAKHON SAWAN, TH",48,14,5,0.5,29.2
1605,2018/5/24,TH000048400,"NAKHON SAWAN, TH",40,13,5,0.5,29.6
1606,2018/5/25,TH000048400,"NAKHON SAWAN, TH",30,12,4,0.5,30.1
1607,2018/5/26,TH000048400,"NAKHON SAWAN, TH",21,15,5,7.234567901,29.1
1608,2018/5/27,TH000048400,"NAKHON SAWAN, TH",28,12,6,2,29.1
1609,2018/5/28,TH000048400,"NAKHON SAWAN, TH",28,15,5,0.3,29.5
1610,2018/5/29,TH000048400,"NAKHON SAWAN, TH",36,11,4,24.6,27.1
1611,2018/5/30,TH000048400,"NAKHON SAWAN, TH",28,11,6,0.5,29.1
1612,2018/5/31,TH000048400,"NAKHON SAWAN, TH",28,12,5,0,29.3
1613,2018/6/1,TH000048400,"NAKHON SAWAN, TH",31,15,6,2.8,29.6
1614,2018/6/2,TH000048400,"NAKHON SAWAN, TH",27,12,5,0,30
1615,2018/6/3,TH000048400,"NAKHON SAWAN, TH",24,14,5,7.234567901,30.6
1616,2018/6/4,TH000048400,"NAKHON SAWAN, TH",30,11,4,8.4,30.2
1617,2018/6/5,TH000048400,"NAKHON SAWAN, TH",26,10,5,7.234567901,29.4
1618,2018/6/6,TH000048400,"NAKHON SAWAN, TH",22,7,3,38.9,29
1619,2018/6/7,TH000048400,"NAKHON SAWAN, TH",24,7,4,0.5,29.7
1620,2018/6/8,TH000048400,"NAKHON SAWAN, TH",24,10,3,0,29.5
1621,2018/6/9,TH000048400,"NAKHON SAWAN, TH",19,8,3,0,28.9
1622,2018/6/10,TH000048400,"NAKHON SAWAN, TH",25,9,3,0,29.8
1623,2018/6/11,TH000048400,"NAKHON SAWAN, TH",26,9,3,0,29.6
1624,2018/6/12,TH000048400,"NAKHON SAWAN, TH",27,8,2,0.3,29.8
1625,2018/6/13,TH000048400,"NAKHON SAWAN, TH",28,8,3,0,30.9
1626,2018/6/14,TH000048400,"NAKHON SAWAN, TH",28,10,3,0,30.9
1627,2018/6/15,TH000048400,"NAKHON SAWAN, TH",27,13,3,0,30.5
1628,2018/6/16,TH000048400,"NAKHON SAWAN, TH",26,13,3,0.3,29.8
1629,2018/6/17,TH000048400,"NAKHON SAWAN, TH",23,14,4,3.6,28.3
1630,2018/6/18,TH000048400,"NAKHON SAWAN, TH",41,14,3,0,30.4
1631,2018/6/19,TH000048400,"NAKHON SAWAN, TH",31,13,3,0,31.4
1632,2018/6/20,TH000048400,"NAKHON SAWAN, TH",31,11,4,7.234567901,30.7
1633,2018/6/21,TH000048400,"NAKHON SAWAN, TH",28,9,4,0.5,30.1
1634,2018/6/22,TH000048400,"NAKHON SAWAN, TH",37,10,3,15,30.1
1635,2018/6/23,TH000048400,"NAKHON SAWAN, TH",36,9,3,1,30.1
1636,2018/6/24,TH000048400,"NAKHON SAWAN, TH",24,8,4,0.8,30.2
1637,2018/6/25,TH000048400,"NAKHON SAWAN, TH",31,8,4,0,30.2
1638,2018/6/26,TH000048400,"NAKHON SAWAN, TH",31,10,4,2,28.7
1639,2018/6/27,TH000048400,"NAKHON SAWAN, TH",23,12,5,13.5,26.8
1640,2018/6/28,TH000048400,"NAKHON SAWAN, TH",33,9,4,0.5,27.5
1641,2018/6/29,TH000048400,"NAKHON SAWAN, TH",25,8,3,1.3,27.6
1642,2018/6/30,TH000048400,"NAKHON SAWAN, TH",24,9,3,17,28.5
1643,2018/7/1,TH000048400,"NAKHON SAWAN, TH",21,9,3,1.5,27.7
1644,2018/7/2,TH000048400,"NAKHON SAWAN, TH",29,9,3,0,29.5
1645,2018/7/3,TH000048400,"NAKHON SAWAN, TH",23,7,3,7.234567901,30.3
1646,2018/7/4,TH000048400,"NAKHON SAWAN, TH",24,8,3,14,28.4
1647,2018/7/5,TH000048400,"NAKHON SAWAN, TH",24,8,3,0,29.9
1648,2018/7/6,TH000048400,"NAKHON SAWAN, TH",26,7,3,7.234567901,29
1649,2018/7/7,TH000048400,"NAKHON SAWAN, TH",28,9,3,0.3,29.4
1650,2018/7/8,TH000048400,"NAKHON SAWAN, TH",40,8,3,0,29.1
1651,2018/7/9,TH000048400,"NAKHON SAWAN, TH",31,8,4,33,27.6
1652,2018/7/10,TH000048400,"NAKHON SAWAN, TH",31,10,3,2.3,27.8
1653,2018/7/11,TH000048400,"NAKHON SAWAN, TH",30,8,4,4.6,28.5
1654,2018/7/12,TH000048400,"NAKHON SAWAN, TH",40,9,6,7.234567901,29.5
1655,2018/7/13,TH000048400,"NAKHON SAWAN, TH",22,10,4,10.9,28.9
1656,2018/7/14,TH000048400,"NAKHON SAWAN, TH",30,9,3,0.3,30
1657,2018/7/15,TH000048400,"NAKHON SAWAN, TH",32,8,3,7.234567901,29.5
1658,2018/7/16,TH000048400,"NAKHON SAWAN, TH",31,6,3,1.5,27.5
1659,2018/7/17,TH000048400,"NAKHON SAWAN, TH",33,3,4,6.6,26.4
1660,2018/7/18,TH000048400,"NAKHON SAWAN, TH",38,9,5,58.4,27.3
1661,2018/7/19,TH000048400,"NAKHON SAWAN, TH",35,11,4,0.3,28.1
1662,2018/7/20,TH000048400,"NAKHON SAWAN, TH",40,7,4,2,28.4
1663,2018/7/21,TH000048400,"NAKHON SAWAN, TH",41,7,3,0,29.7
1664,2018/7/22,TH000048400,"NAKHON SAWAN, TH",41,7,5,0,28.8
1665,2018/7/23,TH000048400,"NAKHON SAWAN, TH",44,7,5,0.3,28.7
1666,2018/7/24,TH000048400,"NAKHON SAWAN, TH",38,7,4,0.3,30.2
1667,2018/7/25,TH000048400,"NAKHON SAWAN, TH",48,6,4,0,29.3
1668,2018/7/26,TH000048400,"NAKHON SAWAN, TH",39,7,4,0.5,29.9
1669,2018/7/27,TH000048400,"NAKHON SAWAN, TH",30,7,2,1,30.1
1670,2018/7/28,TH000048400,"NAKHON SAWAN, TH",31,7,3,0.3,29.8
1671,2018/7/29,TH000048400,"NAKHON SAWAN, TH",23,8,3,0,30
1672,2018/7/30,TH000048400,"NAKHON SAWAN, TH",29,8,3,16.3,28.3
1673,2018/7/31,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,28.9
1674,2018/8/1,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.6
1675,2018/8/2,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1,28.8
1676,2018/8/3,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,36.6,27.5
1677,2018/8/4,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.7
1678,2018/8/5,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,29.2
1679,2018/8/6,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.4
1680,2018/8/7,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,35.1,28.1
1681,2018/8/8,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,4.3,28.6
1682,2018/8/9,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,28.5
1683,2018/8/10,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,29.1
1684,2018/8/11,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,4.1,28.6
1685,2018/8/12,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,29.2
1686,2018/8/13,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29
1687,2018/8/14,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.8
1688,2018/8/15,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.7
1689,2018/8/16,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,29.6
1690,2018/8/17,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.5,28.7
1691,2018/8/18,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,10.9,27.4
1692,2018/8/19,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,6.6,28.3
1693,2018/8/20,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,25.9,27.9
1694,2018/8/21,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,45.5,28.1
1695,2018/8/22,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1,29.2
1696,2018/8/23,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,18.8,28
1697,2018/8/24,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,3.6,28.2
1698,2018/8/25,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,1.5,27.8
1699,2018/8/26,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,41.4,27
1700,2018/8/27,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.3,27.6
1701,2018/8/28,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,23.4,27.3
1702,2018/8/29,TH000048400,"NAKHON SAWAN, TH",23,6,2,14.2,27.7
1703,2018/8/30,TH000048400,"NAKHON SAWAN, TH",39,7,3,0.3,28.1
1704,2018/8/31,TH000048400,"NAKHON SAWAN, TH",34,11,3,0.8,28.2
1705,2018/9/1,TH000048400,"NAKHON SAWAN, TH",30,9,3,0,29.4
1706,2018/9/2,TH000048400,"NAKHON SAWAN, TH",32,10,3,0,29.5
1707,2018/9/3,TH000048400,"NAKHON SAWAN, TH",26,7,3,0.3,27.8
1708,2018/9/4,TH000048400,"NAKHON SAWAN, TH",29,8,3,6.1,26.9
1709,2018/9/5,TH000048400,"NAKHON SAWAN, TH",29,8,4,1.8,27.8
1710,2018/9/6,TH000048400,"NAKHON SAWAN, TH",38,13,5,0.3,29.1
1711,2018/9/7,TH000048400,"NAKHON SAWAN, TH",47,14,6,0,30.4
1712,2018/9/8,TH000048400,"NAKHON SAWAN, TH",42,11,5,1,27.3
1713,2018/9/9,TH000048400,"NAKHON SAWAN, TH",30,11,4,0,27.5
1714,2018/9/10,TH000048400,"NAKHON SAWAN, TH",38,15,6,7.234567901,29.3
1715,2018/9/11,TH000048400,"NAKHON SAWAN, TH",42,13,6,7.234567901,29.8
1716,2018/9/12,TH000048400,"NAKHON SAWAN, TH",32,8,4,10.9,27.5
1717,2018/9/13,TH000048400,"NAKHON SAWAN, TH",29,10,3,15.2,27.4
1718,2018/9/14,TH000048400,"NAKHON SAWAN, TH",32,9,5,0.5,28.2
1719,2018/9/15,TH000048400,"NAKHON SAWAN, TH",22,13,3,12.2,27.3
1720,2018/9/16,TH000048400,"NAKHON SAWAN, TH",32,13,4,5.8,30.3
1721,2018/9/17,NA,NA,36,12,3,7.234567901,28.95155206
1722,2018/9/18,TH000048400,"NAKHON SAWAN, TH",33,14,4,7.234567901,27.8
1723,2018/9/19,TH000048400,"NAKHON SAWAN, TH",28,13,3,7.234567901,27.8
1724,2018/9/20,TH000048400,"NAKHON SAWAN, TH",28,12,3,7.234567901,28.3
1725,2018/9/21,TH000048400,"NAKHON SAWAN, TH",35,13,5,7.234567901,30
1726,2018/9/22,TH000048400,"NAKHON SAWAN, TH",36,12,5,0.5,29.9
1727,2018/9/23,TH000048400,"NAKHON SAWAN, TH",35,15,4,0,28.9
1728,2018/9/24,TH000048400,"NAKHON SAWAN, TH",36,17,4,0.5,28.9
1729,2018/9/25,TH000048400,"NAKHON SAWAN, TH",48,17,7,7.234567901,29.4
1730,2018/9/26,TH000048400,"NAKHON SAWAN, TH",40,13,6,7.234567901,29.9
1731,2018/9/27,TH000048400,"NAKHON SAWAN, TH",49,16,8,7.234567901,30.6
1732,2018/9/28,TH000048400,"NAKHON SAWAN, TH",52,16,8,7.234567901,30.7
1733,2018/9/29,TH000048400,"NAKHON SAWAN, TH",41,15,5,7.234567901,30.5
1734,2018/9/30,TH000048400,"NAKHON SAWAN, TH",35,15,4,0.5,27.7
1735,2018/10/1,TH000048400,"NAKHON SAWAN, TH",28,11,4,7.234567901,28.1
1736,2018/10/2,TH000048400,"NAKHON SAWAN, TH",41,16,5,0,29.3
1737,2018/10/3,TH000048400,"NAKHON SAWAN, TH",43,18,5,0,29.3
1738,2018/10/4,TH000048400,"NAKHON SAWAN, TH",221,17,4,7.234567901,29.5
1739,2018/10/5,TH000048400,"NAKHON SAWAN, TH",192,18,7,7.234567901,29.6
1740,2018/10/6,TH000048400,"NAKHON SAWAN, TH",55,17,6,7.234567901,29.3
1741,2018/10/7,TH000048400,"NAKHON SAWAN, TH",45,14,4,7.234567901,29.3
1742,2018/10/8,TH000048400,"NAKHON SAWAN, TH",54,17,6,7.234567901,29.3
1743,2018/10/9,TH000048400,"NAKHON SAWAN, TH",52,15,6,7.234567901,29.8
1744,2018/10/10,TH000048400,"NAKHON SAWAN, TH",51,14,6,0.5,28.9
1745,2018/10/11,TH000048400,"NAKHON SAWAN, TH",45,15,6,7.234567901,29.6
1746,2018/10/12,TH000048400,"NAKHON SAWAN, TH",45,17,6,7.234567901,29.5
1747,2018/10/13,TH000048400,"NAKHON SAWAN, TH",48,19,4,7.234567901,29.6
1748,2018/10/14,TH000048400,"NAKHON SAWAN, TH",45,19,5,7.234567901,30.4
1749,2018/10/15,TH000048400,"NAKHON SAWAN, TH",44,19,4,7.234567901,30.1
1750,2018/10/16,TH000048400,"NAKHON SAWAN, TH",38,15,2,7.234567901,31.3
1751,2018/10/17,TH000048400,"NAKHON SAWAN, TH",40,18,2,7.234567901,30.2
1752,2018/10/18,TH000048400,"NAKHON SAWAN, TH",37,17,2,1,28.7
1753,2018/10/19,TH000048400,"NAKHON SAWAN, TH",30,9,2,7.234567901,29.4
1754,2018/10/20,TH000048400,"NAKHON SAWAN, TH",21,9,2,4.3,28.7
1755,2018/10/21,TH000048400,"NAKHON SAWAN, TH",27,10,4,0.5,27.1
1756,2018/10/22,TH000048400,"NAKHON SAWAN, TH",28,13,3,0.3,28.2
1757,2018/10/23,TH000048400,"NAKHON SAWAN, TH",41,12,5,0,28.1
1758,2018/10/24,TH000048400,"NAKHON SAWAN, TH",30,10,4,7.234567901,28.8
1759,2018/10/25,TH000048400,"NAKHON SAWAN, TH",29,12,4,14.5,27.1
1760,2018/10/26,TH000048400,"NAKHON SAWAN, TH",36,11,5,5.8,29.7
1761,2018/10/27,TH000048400,"NAKHON SAWAN, TH",36,14,4,0,29.4
1762,2018/10/28,TH000048400,"NAKHON SAWAN, TH",40,16,4,7.234567901,29.8
1763,2018/10/29,TH000048400,"NAKHON SAWAN, TH",43,16,3,7.234567901,29.4
1764,2018/10/30,TH000048400,"NAKHON SAWAN, TH",54,21,6,7.234567901,28.4
1765,2018/10/31,TH000048400,"NAKHON SAWAN, TH",60,21,7,7.234567901,26.9
1766,2018/11/1,TH000048400,"NAKHON SAWAN, TH",61,23,9,7.234567901,25.9
1767,2018/11/2,TH000048400,"NAKHON SAWAN, TH",64,23,7,7.234567901,25.7
1768,2018/11/3,TH000048400,"NAKHON SAWAN, TH",58,22,5,7.234567901,26.1
1769,2018/11/4,TH000048400,"NAKHON SAWAN, TH",61,21,7,7.234567901,27
1770,2018/11/5,TH000048400,"NAKHON SAWAN, TH",59,17,6,7.234567901,27.8
1771,2018/11/6,TH000048400,"NAKHON SAWAN, TH",52,11,4,7.234567901,27.9
1772,2018/11/7,TH000048400,"NAKHON SAWAN, TH",49,9,5,7.234567901,29.1
1773,2018/11/8,TH000048400,"NAKHON SAWAN, TH",29,6,3,3,28.9
1774,2018/11/9,TH000048400,"NAKHON SAWAN, TH",25,9,2,0.5,26.3
1775,2018/11/10,TH000048400,"NAKHON SAWAN, TH",30,10,3,1,26.8
1776,2018/11/11,TH000048400,"NAKHON SAWAN, TH",44,13,5,3.8,27.2
1777,2018/11/12,TH000048400,"NAKHON SAWAN, TH",36,13,4,4.3,27.8
1778,2018/11/13,TH000048400,"NAKHON SAWAN, TH",56,13,6,7.234567901,28.7
1779,2018/11/14,TH000048400,"NAKHON SAWAN, TH",55,18,5,0,27.9
1780,2018/11/15,TH000048400,"NAKHON SAWAN, TH",64,15,7,16.3,29.4
1781,2018/11/16,TH000048400,"NAKHON SAWAN, TH",51,18,5,0,29.2
1782,2018/11/17,TH000048400,"NAKHON SAWAN, TH",49,20,4,7.234567901,29.3
1783,2018/11/18,TH000048400,"NAKHON SAWAN, TH",41,18,4,2,27.8
1784,2018/11/19,TH000048400,"NAKHON SAWAN, TH",56,15,8,7.234567901,28.8
1785,2018/11/20,TH000048400,"NAKHON SAWAN, TH",52,20,7,7.234567901,29.6
1786,2018/11/21,TH000048400,"NAKHON SAWAN, TH",42,11,5,7.234567901,29.5
1787,2018/11/22,TH000048400,"NAKHON SAWAN, TH",42,14,6,4.3,28.7
1788,2018/11/23,TH000048400,"NAKHON SAWAN, TH",79,17,11,3.8,28.3
1789,2018/11/24,TH000048400,"NAKHON SAWAN, TH",54,17,16,0,27.6
1790,2018/11/25,TH000048400,"NAKHON SAWAN, TH",63,17,17,7.234567901,27.7
1791,2018/11/26,TH000048400,"NAKHON SAWAN, TH",55,17,9,7.234567901,26.7
1792,2018/11/27,TH000048400,"NAKHON SAWAN, TH",53,14,12,7.234567901,26.5
1793,2018/11/28,TH000048400,"NAKHON SAWAN, TH",58,17,11,7.234567901,25.4
1794,2018/11/29,TH000048400,"NAKHON SAWAN, TH",57,16,14,7.234567901,27.7
1795,2018/11/30,TH000048400,"NAKHON SAWAN, TH",56,16,14,7.234567901,28
1796,2018/12/1,TH000048400,"NAKHON SAWAN, TH",58,15,11,7.234567901,28.8
1797,2018/12/2,TH000048400,"NAKHON SAWAN, TH",60,17,9,7.234567901,29.1
1798,2018/12/3,TH000048400,"NAKHON SAWAN, TH",65,17,9,7.234567901,29.7
1799,2018/12/4,TH000048400,"NAKHON SAWAN, TH",67,18,8.012112403,7.234567901,29.3
1800,2018/12/5,TH000048400,"NAKHON SAWAN, TH",76,22,8.012112403,7.234567901,29.2
1801,2018/12/6,TH000048400,"NAKHON SAWAN, TH",70,16,8.012112403,7.234567901,29.1
1802,2018/12/7,TH000048400,"NAKHON SAWAN, TH",45,7,8.012112403,7.234567901,29.3
1803,2018/12/8,TH000048400,"NAKHON SAWAN, TH",38,11,8.012112403,8.1,25.4
1804,2018/12/9,TH000048400,"NAKHON SAWAN, TH",37,15,8.012112403,0.5,26.3
1805,2018/12/10,TH000048400,"NAKHON SAWAN, TH",50,17,8.012112403,0.3,27.4
1806,2018/12/11,TH000048400,"NAKHON SAWAN, TH",41,13,8.012112403,0,28
1807,2018/12/12,TH000048400,"NAKHON SAWAN, TH",47,19,9,7.234567901,27.8
1808,2018/12/13,TH000048400,"NAKHON SAWAN, TH",56,17,8,7.234567901,26.6
1809,2018/12/14,TH000048400,"NAKHON SAWAN, TH",55,21,7,7.234567901,26.2
1810,2018/12/15,TH000048400,"NAKHON SAWAN, TH",56,19,6,7.234567901,27.4
1811,2018/12/16,TH000048400,"NAKHON SAWAN, TH",60,17,9,7.234567901,28.1
1812,2018/12/17,TH000048400,"NAKHON SAWAN, TH",60,17,10,7.234567901,26.8
1813,2018/12/18,TH000048400,"NAKHON SAWAN, TH",70,22,13,7.234567901,26.3
1814,2018/12/19,TH000048400,"NAKHON SAWAN, TH",78,25,14,7.234567901,27.2
1815,2018/12/20,TH000048400,"NAKHON SAWAN, TH",82,21,13,7.234567901,28.3
1816,2018/12/21,TH000048400,"NAKHON SAWAN, TH",57,18,4,7.234567901,29.3
1817,2018/12/22,TH000048400,"NAKHON SAWAN, TH",58,18,6,7.234567901,30
1818,2018/12/23,TH000048400,"NAKHON SAWAN, TH",69,17,8,7.234567901,28.5
1819,2018/12/24,TH000048400,"NAKHON SAWAN, TH",75,19,12,7.234567901,27
1820,2018/12/25,TH000048400,"NAKHON SAWAN, TH",66,14,11,7.234567901,26.2
1821,2018/12/26,TH000048400,"NAKHON SAWAN, TH",75,19,12,7.234567901,25.8
1822,2018/12/27,TH000048400,"NAKHON SAWAN, TH",81,18,9,7.234567901,25.8
1823,2018/12/28,TH000048400,"NAKHON SAWAN, TH",32,7,3,0,28
1824,2018/12/29,TH000048400,"NAKHON SAWAN, TH",31,11,4,7.1,24
1825,2018/12/30,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.5,24.1
1826,2018/12/31,TH000048400,"NAKHON SAWAN, TH",38,16,6,7.234567901,25.4
1827,2019/1/1,TH000048400,"NAKHON SAWAN, TH",47,17,7,7.234567901,24.8
1828,2019/1/2,TH000048400,"NAKHON SAWAN, TH",60,17,8,7.234567901,24.7
1829,2019/1/3,TH000048400,"NAKHON SAWAN, TH",58,17,6,7.234567901,25.4
1830,2019/1/4,TH000048400,"NAKHON SAWAN, TH",75,11,8,7.234567901,25.6
1831,2019/1/5,TH000048400,"NAKHON SAWAN, TH",69,14,6,7.234567901,24.7
1832,2019/1/6,TH000048400,"NAKHON SAWAN, TH",63,13,9,0,26.2
1833,2019/1/7,TH000048400,"NAKHON SAWAN, TH",77,17,9,0,27.7
1834,2019/1/8,TH000048400,"NAKHON SAWAN, TH",56,18,6,7.234567901,27.3
1835,2019/1/9,TH000048400,"NAKHON SAWAN, TH",68,15,10,7.234567901,27.2
1836,2019/1/10,TH000048400,"NAKHON SAWAN, TH",81,21,10,7.234567901,27.9
1837,2019/1/11,TH000048400,"NAKHON SAWAN, TH",78,20,9,7.234567901,28.4
1838,2019/1/12,TH000048400,"NAKHON SAWAN, TH",76,20,8,7.234567901,28.6
1839,2019/1/13,TH000048400,"NAKHON SAWAN, TH",74,15,12,7.234567901,28.5
1840,2019/1/14,TH000048400,"NAKHON SAWAN, TH",75,15,11,7.234567901,29.1
1841,2019/1/15,TH000048400,"NAKHON SAWAN, TH",72,16,9,7.234567901,28.8
1842,2019/1/16,TH000048400,"NAKHON SAWAN, TH",70,15,10,7.234567901,28.1
1843,2019/1/17,TH000048400,"NAKHON SAWAN, TH",57,15,8,7.234567901,27.1
1844,2019/1/18,TH000048400,"NAKHON SAWAN, TH",64,21,8,7.234567901,26.6
1845,2019/1/19,TH000048400,"NAKHON SAWAN, TH",71,22,10,7.234567901,27.8
1846,2019/1/20,TH000048400,"NAKHON SAWAN, TH",110,15,14,7.234567901,28
1847,2019/1/21,TH000048400,"NAKHON SAWAN, TH",76,17,12,7.234567901,28.4
1848,2019/1/22,TH000048400,"NAKHON SAWAN, TH",75,21,14,7.234567901,27.1
1849,2019/1/23,TH000048400,"NAKHON SAWAN, TH",85,25,15,7.234567901,26.3
1850,2019/1/24,TH000048400,"NAKHON SAWAN, TH",86,25,16,7.234567901,27.1
1851,2019/1/25,TH000048400,"NAKHON SAWAN, TH",229,17,14,7.234567901,27.1
1852,2019/1/26,TH000048400,"NAKHON SAWAN, TH",64,19,8,7.234567901,26.2
1853,2019/1/27,TH000048400,"NAKHON SAWAN, TH",73,20,13,7.234567901,25.4
1854,2019/1/28,TH000048400,"NAKHON SAWAN, TH",77,21,14,7.234567901,25.2
1855,2019/1/29,TH000048400,"NAKHON SAWAN, TH",81,24,15,7.234567901,25.8
1856,2019/1/30,TH000048400,"NAKHON SAWAN, TH",82,23,13,7.234567901,26.7
1857,2019/1/31,TH000048400,"NAKHON SAWAN, TH",76,18,13,7.234567901,28
1858,2019/2/1,TH000048400,"NAKHON SAWAN, TH",72,20,14,7.234567901,28
1859,2019/2/2,TH000048400,"NAKHON SAWAN, TH",72,25,12,7.234567901,28.5
1860,2019/2/3,TH000048400,"NAKHON SAWAN, TH",81,25,14,7.234567901,29
1861,2019/2/4,TH000048400,"NAKHON SAWAN, TH",88,22,12,7.234567901,28.2
1862,2019/2/5,TH000048400,"NAKHON SAWAN, TH",66,17,6,7.234567901,28.9
1863,2019/2/6,TH000048400,"NAKHON SAWAN, TH",94,11,8,7.234567901,30.5
1864,2019/2/7,TH000048400,"NAKHON SAWAN, TH",68,20,12,7.234567901,29.9
1865,2019/2/8,TH000048400,"NAKHON SAWAN, TH",70,23,15,7.234567901,29.3
1866,2019/2/9,TH000048400,"NAKHON SAWAN, TH",67,15,16,7.234567901,29.3
1867,2019/2/10,TH000048400,"NAKHON SAWAN, TH",64,16,4,7.234567901,30.1
1868,2019/2/11,TH000048400,"NAKHON SAWAN, TH",43,14,1,7.234567901,29.8
1869,2019/2/12,TH000048400,"NAKHON SAWAN, TH",60,24,2,41.7,26.5
1870,2019/2/13,TH000048400,"NAKHON SAWAN, TH",71,20,3,41.4,29.1
1871,2019/2/14,TH000048400,"NAKHON SAWAN, TH",62,17,2,0,29.9
1872,2019/2/15,TH000048400,"NAKHON SAWAN, TH",59,20,2,7.234567901,29.9
1873,2019/2/16,TH000048400,"NAKHON SAWAN, TH",54,17,2,7.234567901,29.6
1874,2019/2/17,TH000048400,"NAKHON SAWAN, TH",49,17,6,7.234567901,28
1875,2019/2/18,TH000048400,"NAKHON SAWAN, TH",47,17,6,7.234567901,29.6
1876,2019/2/19,TH000048400,"NAKHON SAWAN, TH",53,18,8,7.234567901,29.6
1877,2019/2/20,TH000048400,"NAKHON SAWAN, TH",62,23,10,7.234567901,29.8
1878,2019/2/21,TH000048400,"NAKHON SAWAN, TH",62,21,9,7.234567901,30.1
1879,2019/2/22,TH000048400,"NAKHON SAWAN, TH",59,21,9,7.234567901,30.9
1880,2019/2/23,TH000048400,"NAKHON SAWAN, TH",61,21,8,7.234567901,30.8
1881,2019/2/24,TH000048400,"NAKHON SAWAN, TH",55,18,5,7.234567901,30.6
